TRIPID,PERSID,HHID,TRIPNO,STARTHOUR,STARTIME,ORIGCCD,ORIGSLA,ORIGLGA,ORIGPLACE1,ORIGPLACE2,ORIGPURP1,ORIGPURP2,ARRHOUR,ARRTIME,DESTCCD,DESTSLA,DESTLGA,DESTPLACE1,DESTPLACE2,DESTPURP1,DESTPURP2,CUMDIST,DEPHOUR,DEPTIME,LINKMODE,TRIPTIME,TRAVTIME,WAITIME,DURATION,TRAVELPERIOD,TRIPPURP,Mode_Group,ADTRIPWGT,WDTRIPWGT,WETRIPWGT
Y09H062534P01T05,Y09H062534P01,Y09H062534,5,12,745,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,12,750,2101308,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),0.52,13,810,Vehicle Driver,5,5,0,60,Off Peak,Recreational,Vehicle Driver,81.80477036, ,235.7633108
Y09H062534P01T06,Y09H062534P01,Y09H062534,6,13,810,2101308,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),13,815,2101307,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,0.52,N/A,N/A,Vehicle Driver,5,5,0,N/A,Off Peak,Personal Business,Vehicle Driver,81.80477036, ,235.7633108
Y09H062827P01T01,Y09H062827P01,Y09H062827,1,11,660,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,At Home,At home,12,760,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),99.25,14,870,Vehicle Driver,100,100,0,110,Off Peak,Recreational,Vehicle Driver,154.2823552, ,764.0301267
Y09H062827P01T02,Y09H062827P01,Y09H062827,2,14,870,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),14,890,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),17.83,17,1050,Vehicle Driver,20,20,0,160,Off Peak,Recreational,Vehicle Driver,154.2823552, ,764.0301267
Y09H062827P01T03,Y09H062827P01,Y09H062827,3,17,1050,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),19,1160,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,Go Home,Go home,114.64,N/A,N/A,Vehicle Driver,110,110,0,N/A,Off Peak,Recreational,Vehicle Driver,154.2823552, ,764.0301267
Y09H062827P02T01,Y09H062827P02,Y09H062827,1,11,660,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,At Home,At home,12,760,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),99.25,14,870,Vehicle Passenger,100,100,0,110,Off Peak,Recreational,Vehicle Passenger,153.0690776, ,767.0243515
Y09H062827P02T02,Y09H062827P02,Y09H062827,2,14,870,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),14,890,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),17.83,17,1050,Vehicle Passenger,20,20,0,160,Off Peak,Recreational,Vehicle Passenger,153.0690776, ,767.0243515
Y09H062827P02T03,Y09H062827P02,Y09H062827,3,17,1050,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),19,1160,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,Go Home,Go home,114.64,N/A,N/A,Vehicle Passenger,110,110,0,N/A,Off Peak,Recreational,Vehicle Passenger,153.0690776, ,767.0243515
Y09H062827P03T01,Y09H062827P03,Y09H062827,1,11,660,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,At Home,At home,12,760,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),99.25,14,870,Vehicle Passenger,100,100,0,110,Off Peak,Recreational,Vehicle Passenger,173.8089561, ,891.989241
Y09H062827P03T02,Y09H062827P03,Y09H062827,2,14,870,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),14,890,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),17.83,17,1050,Vehicle Passenger,20,20,0,160,Off Peak,Recreational,Vehicle Passenger,173.8089561, ,891.989241
Y09H062827P03T03,Y09H062827P03,Y09H062827,3,17,1050,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),19,1160,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,Go Home,Go home,114.64,N/A,N/A,Vehicle Passenger,110,110,0,N/A,Off Peak,Recreational,Vehicle Passenger,173.8089561, ,891.989241
Y09H062827P04T01,Y09H062827P04,Y09H062827,1,11,660,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,At Home,At home,12,760,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),99.25,14,870,Vehicle Passenger,100,100,0,110,Off Peak,Recreational,Vehicle Passenger,160.2616151, ,765.4099703
Y09H062827P04T02,Y09H062827P04,Y09H062827,2,14,870,2101007,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),14,890,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),17.83,17,1050,Vehicle Passenger,20,20,0,160,Off Peak,Recreational,Vehicle Passenger,160.2616151, ,765.4099703
Y09H062827P04T03,Y09H062827P04,Y09H062827,3,17,1050,2101307,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),19,1160,2350101,Boroondara (C) - Kew,Boroondara (C),Accommodation,Survey Home,Go Home,Go home,114.64,N/A,N/A,Vehicle Passenger,110,110,0,N/A,Off Peak,Recreational,Vehicle Passenger,160.2616151, ,765.4099703
Y09H062840P01T01,Y09H062840P01,Y09H062840,1,14,890,2101604,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),15,950,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,64.36,16,980,Vehicle Passenger,60,60,0,30,Off Peak,Buy Something,Vehicle Passenger,99.90945728,159.1349945, 
Y09H062840P01T02,Y09H062840P01,Y09H062840,2,16,980,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,18,1090,2260605,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Someone Else's Home,Social,Visited someone,112.72,19,1145,Vehicle Passenger,110,110,0,55,PM Peak (3pm to 6pm),Social,Vehicle Passenger,99.90945728,159.1349945, 
Y09H062840P02T01,Y09H062840P02,Y09H062840,1,14,890,2101604,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),15,950,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,64.36,16,980,Vehicle Driver,60,60,0,30,Off Peak,Buy Something,Vehicle Driver,119.330943,188.7395318, 
Y09H062840P02T02,Y09H062840P02,Y09H062840,2,16,980,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,18,1090,2260605,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Someone Else's Home,Social,Visited someone,112.72,19,1145,Vehicle Driver,110,110,0,55,PM Peak (3pm to 6pm),Social,Vehicle Driver,119.330943,188.7395318, 
Y09H062840P03T01,Y09H062840P03,Y09H062840,1,14,890,2101604,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),15,950,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,64.36,16,980,Vehicle Passenger,60,60,0,30,Off Peak,Buy Something,Vehicle Passenger,123.820029,199.9829528, 
Y09H062840P03T02,Y09H062840P03,Y09H062840,2,16,980,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,18,1090,2260605,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Someone Else's Home,Social,Visited someone,112.72,19,1145,Vehicle Passenger,110,110,0,55,PM Peak (3pm to 6pm),Social,Vehicle Passenger,123.820029,199.9829528, 
Y09H062840P04T01,Y09H062840P04,Y09H062840,1,14,890,2101604,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),15,950,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,64.36,16,980,Vehicle Passenger,60,60,0,30,Off Peak,Buy Something,Vehicle Passenger,123.820029,199.9829528, 
Y09H062840P04T02,Y09H062840P04,Y09H062840,2,16,980,2101403,Surf Coast (S) - West,Surf Coast (S),Shops,Retail NEC,Buy Something,Browsing - window-shopping,18,1090,2260605,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Someone Else's Home,Social,Visited someone,112.72,19,1145,Vehicle Passenger,110,110,0,55,PM Peak (3pm to 6pm),Social,Vehicle Passenger,123.820029,199.9829528, 
Y09H064433P01T01,Y09H064433P01,Y09H064433,1,11,660,2101405,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,705,2111809,Greater Geelong (C) - Pt B,Greater Geelong (C),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),32.46,15,900,Vehicle Driver,45,45,0,195,Off Peak,Recreational,Vehicle Driver,191.0303536,258.1587332, 
Y09H064433P02T01,Y09H064433P02,Y09H064433,1,11,660,2101405,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,690,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),5.59,11,705,Vehicle Passenger,30,30,0,15,Off Peak,Recreational,Vehicle Passenger,158.1936765,214.2328689, 
Y09H064433P02T02,Y09H064433P02,Y09H064433,2,11,705,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),12,736,2112103,Queenscliffe (B),Queenscliffe (B),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),48.02,12,750,Vehicle Passenger,31,31,0,14,Off Peak,Recreational,Vehicle Passenger,158.1936765,214.2328689, 
Y09H071727P01T02,Y09H071727P01,Y09H071727,2,8,515,2121101,Wyndham (C) - West,Wyndham (C),Shops,Petrol Station,Buy Something,Bought something,9,555,2101203,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Personal Business,Personal business (eg banking),50.49,9,560,Vehicle Driver,40,40,0,5,Off Peak,Personal Business,Vehicle Driver,24.60630033, ,70.64785891
Y09H071727P01T03,Y09H071727P01,Y09H071727,3,9,560,2101203,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Personal Business,Personal business (eg banking),10,635,2101507,Colac-Otway (S) - South,Colac-Otway (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,97.63,N/A,N/A,Vehicle Driver,75,75,0,N/A,Off Peak,Personal Business,Vehicle Driver,24.60630033, ,70.64785891
Y09H071727P02T02,Y09H071727P02,Y09H071727,2,8,515,2121101,Wyndham (C) - West,Wyndham (C),Shops,Petrol Station,Buy Something,Bought something,9,555,2101203,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Personal Business,Personal business (eg banking),50.49,9,560,Vehicle Passenger,40,40,0,5,Off Peak,Personal Business,Vehicle Passenger,23.0469143, ,65.31101819
Y09H071727P02T03,Y09H071727P02,Y09H071727,3,9,560,2101203,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Personal Business,Personal business (eg banking),10,635,2101507,Colac-Otway (S) - South,Colac-Otway (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,97.63,N/A,N/A,Vehicle Passenger,75,75,0,N/A,Off Peak,Personal Business,Vehicle Passenger,23.0469143, ,65.31101819
Y09H071727P03T02,Y09H071727P03,Y09H071727,2,8,515,2121101,Wyndham (C) - West,Wyndham (C),Shops,Petrol Station,Buy Something,Bought something,9,555,2101203,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Personal Business,Personal business (eg banking),50.49,9,560,Vehicle Passenger,40,40,0,5,Off Peak,Personal Business,Vehicle Passenger,34.4519425, ,100.1158011
Y09H071727P03T03,Y09H071727P03,Y09H071727,3,9,560,2101203,Surf Coast (S) - East,Surf Coast (S),Transport Feature,On-Street Feature,Personal Business,Personal business (eg banking),10,635,2101507,Colac-Otway (S) - South,Colac-Otway (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,97.63,N/A,N/A,Vehicle Passenger,75,75,0,N/A,Off Peak,Personal Business,Vehicle Passenger,34.4519425, ,100.1158011
Y09H072006P01T06,Y09H072006P01,Y09H072006,6,13,790,2240401,Knox (C) - North-East,Knox (C),Accommodation,Survey Home,At Home,At home,15,940,2101007,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Social,Visited someone,122.49,N/A,N/A,Vehicle Passenger,150,150,0,N/A,Off Peak,Social,Vehicle Passenger,112.3608065, ,285.2596936
Y09H073608P01T01,Y09H073608P01,Y09H073608,1,11,660,2101205,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,780,2381308,Manningham (C) - East,Manningham (C),Accommodation,Survey Home,Go Home,Go home,119.47,N/A,N/A,Vehicle Driver,120,120,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Driver,35.42017055,47.51032042, 
Y09H073608P02T01,Y09H073608P02,Y09H073608,1,11,660,2101205,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,780,2381308,Manningham (C) - East,Manningham (C),Accommodation,Survey Home,Go Home,Go home,119.47,N/A,N/A,Vehicle Passenger,120,120,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,38.0944006,51.20483824, 
Y09H073608P03T01,Y09H073608P03,Y09H073608,1,11,660,2101205,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,780,2381308,Manningham (C) - East,Manningham (C),Accommodation,Survey Home,Go Home,Go home,119.47,N/A,N/A,Vehicle Passenger,120,120,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,40.56733288,55.47000633, 
Y09H073608P04T01,Y09H073608P04,Y09H073608,1,11,660,2101205,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,780,2381308,Manningham (C) - East,Manningham (C),Accommodation,Survey Home,Go Home,Go home,119.47,N/A,N/A,Vehicle Passenger,120,120,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,40.56733288,55.47000633, 
Y09H073608P05T01,Y09H073608P05,Y09H073608,1,11,660,2101205,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,780,2381308,Manningham (C) - East,Manningham (C),Accommodation,Survey Home,Go Home,Go home,119.47,N/A,N/A,Vehicle Passenger,120,120,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,40.56733288,55.47000633, 
Y09H080114P01T01,Y09H080114P01,Y09H080114,1,15,930,2100102,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),17,1040,2273101,Bayside (C) - Brighton,Bayside (C),Accommodation,Survey Home,Go Home,Go home,128.34,N/A,N/A,Vehicle Driver,110,110,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Driver,113.6799058, ,296.2656646
Y09H080114P02T01,Y09H080114P02,Y09H080114,1,15,930,2100102,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),17,1040,2273101,Bayside (C) - Brighton,Bayside (C),Accommodation,Survey Home,Go Home,Go home,128.34,N/A,N/A,Vehicle Passenger,110,110,0,N/A,Off Peak,Unknown Purpose (at start of day),Vehicle Passenger,84.01220653, ,243.031913
Y09H081829P01T01,Y09H081829P01,Y09H081829,1,9,540,2100104,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),9,545,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,0.33,9,555,Vehicle Driver,5,5,0,10,Off Peak,Buy Something,Vehicle Driver,73.00855958,108.4112151, 
Y09H081829P01T02,Y09H081829P01,Y09H081829,2,9,555,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,9,560,2100104,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,0.33,N/A,N/A,Vehicle Driver,5,5,0,N/A,Off Peak,Personal Business,Vehicle Driver,73.00855958,108.4112151, 
Y09H081829P02T01,Y09H081829P02,Y09H081829,1,11,660,2100104,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,675,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,0.61,11,705,Walking,15,15,0,30,Off Peak,Social,Walking,68.38175563,101.3490604, 
Y09H081829P02T02,Y09H081829P02,Y09H081829,2,11,705,2100104,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,12,720,2100104,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,0.6,N/A,N/A,Walking,15,15,0,N/A,Off Peak,Personal Business,Walking,68.38175563,101.3490604, 
Y09H082703P02T05,Y09H082703P02,Y09H082703,5,16,990,2112102,Queenscliffe (B),Queenscliffe (B),Shops,Food Store,Buy Something,Bought something,17,1020,2101007,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,40.42,N/A,N/A,Vehicle Driver,30,30,0,N/A,PM Peak (3pm to 6pm),Personal Business,Vehicle Driver,102.735958,156.4463037, 
Y09H082703P03T05,Y09H082703P03,Y09H082703,5,16,990,2112102,Queenscliffe (B),Queenscliffe (B),Shops,Food Store,Accompany Someone,Accompanied someone,17,1020,2101007,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,40.42,N/A,N/A,Vehicle Passenger,30,30,0,N/A,PM Peak (3pm to 6pm),Personal Business,Vehicle Passenger,123.1246751,187.6976906, 
Y09H082703P04T05,Y09H082703P04,Y09H082703,5,16,990,2112102,Queenscliffe (B),Queenscliffe (B),Shops,Food Store,Accompany Someone,Accompanied someone,17,1020,2101007,Surf Coast (S) - East,Surf Coast (S),Accommodation,Caravan Park,Personal Business,Stayed overnight,40.42,N/A,N/A,Vehicle Passenger,30,30,0,N/A,PM Peak (3pm to 6pm),Personal Business,Vehicle Passenger,135.4235004,208.8642248, 
Y09H082819P01T01,Y09H082819P01,Y09H082819,1,10,600,2261603,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Survey Home,At Home,At home,13,780,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,141.75,13,810,Vehicle Driver,180,180,0,30,Off Peak,Personal Business,Vehicle Driver,67.15911908,85.9302352, 
Y09H082819P01T02,Y09H082819P01,Y09H082819,2,13,810,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,13,815,2100112,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,0.85,14,840,Vehicle Driver,5,5,0,25,Off Peak,Social,Vehicle Driver,67.15911908,85.9302352, 
Y09H082819P01T03,Y09H082819P01,Y09H082819,3,14,840,2100112,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,14,845,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,1.41,14,885,Vehicle Driver,5,5,0,40,Off Peak,Buy Something,Vehicle Driver,67.15911908,85.9302352, 
Y09H082819P01T04,Y09H082819P01,Y09H082819,4,14,885,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,14,895,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,2.03,16,990,Vehicle Driver,10,10,0,95,Off Peak,Personal Business,Vehicle Driver,67.15911908,85.9302352, 
Y09H082819P01T05,Y09H082819P01,Y09H082819,5,16,990,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,16,1000,2100104,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),2.03,18,1080,Vehicle Driver,10,10,0,80,PM Peak (3pm to 6pm),Recreational,Vehicle Driver,67.15911908,85.9302352, 
Y09H082819P01T06,Y09H082819P01,Y09H082819,6,18,1080,2100104,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),18,1090,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,Stayed overnight,2.03,N/A,N/A,Vehicle Driver,10,10,0,N/A,Off Peak,Personal Business,Vehicle Driver,67.15911908,85.9302352, 
Y09H082819P02T01,Y09H082819P02,Y09H082819,1,10,600,2261603,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Survey Home,At Home,At home,13,780,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,141.75,13,810,Vehicle Passenger,180,180,0,30,Off Peak,Personal Business,Vehicle Passenger,88.15036457,114.7352927, 
Y09H082819P02T02,Y09H082819P02,Y09H082819,2,13,810,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,13,815,2100112,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,0.85,14,840,Vehicle Passenger,5,5,0,25,Off Peak,Social,Vehicle Passenger,88.15036457,114.7352927, 
Y09H082819P02T03,Y09H082819P02,Y09H082819,3,14,840,2100112,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,14,845,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,1.41,14,885,Vehicle Passenger,5,5,0,40,Off Peak,Buy Something,Vehicle Passenger,88.15036457,114.7352927, 
Y09H082819P02T04,Y09H082819P02,Y09H082819,4,14,885,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,14,895,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,2.03,16,990,Vehicle Passenger,10,10,0,95,Off Peak,Personal Business,Vehicle Passenger,88.15036457,114.7352927, 
Y09H082819P02T05,Y09H082819P02,Y09H082819,5,16,990,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,16,1000,2100104,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),2.03,18,1080,Vehicle Passenger,10,10,0,80,PM Peak (3pm to 6pm),Recreational,Vehicle Passenger,88.15036457,114.7352927, 
Y09H082819P02T06,Y09H082819P02,Y09H082819,6,18,1080,2100104,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),18,1090,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,Stayed overnight,2.03,N/A,N/A,Vehicle Passenger,10,10,0,N/A,Off Peak,Personal Business,Vehicle Passenger,88.15036457,114.7352927, 
Y09H082819P03T01,Y09H082819P03,Y09H082819,1,10,600,2261603,Stonnington (C) - Prahran,Stonnington (C),Accommodation,Survey Home,At Home,At home,13,780,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,141.75,13,810,Vehicle Passenger,180,180,0,30,Off Peak,Personal Business,Vehicle Passenger,97.10100199,122.0955551, 
Y09H082819P03T02,Y09H082819P03,Y09H082819,2,13,810,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,13,815,2100112,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,0.85,14,840,Vehicle Passenger,5,5,0,25,Off Peak,Social,Vehicle Passenger,97.10100199,122.0955551, 
Y09H082819P03T03,Y09H082819P03,Y09H082819,3,14,840,2100112,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,14,845,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,1.41,14,885,Vehicle Passenger,5,5,0,40,Off Peak,Buy Something,Vehicle Passenger,97.10100199,122.0955551, 
Y09H082819P03T04,Y09H082819P03,Y09H082819,4,14,885,2100104,Surf Coast (S) - West,Surf Coast (S),Shops,Supermarket,Buy Something,Bought something,14,895,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,2.03,16,990,Vehicle Passenger,10,10,0,95,Off Peak,Personal Business,Vehicle Passenger,97.10100199,122.0955551, 
Y09H082819P03T05,Y09H082819P03,Y09H082819,5,16,990,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,At other house,16,1000,2100104,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),2.03,18,1080,Vehicle Passenger,10,10,0,80,PM Peak (3pm to 6pm),Recreational,Vehicle Passenger,97.10100199,122.0955551, 
Y09H082819P03T06,Y09H082819P03,Y09H082819,6,18,1080,2100104,Surf Coast (S) - West,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Other recreational (eg. exercise),18,1090,2100109,Surf Coast (S) - West,Surf Coast (S),Accommodation,Accommodation NEC,Personal Business,Stayed overnight,2.03,N/A,N/A,Vehicle Passenger,10,10,0,N/A,Off Peak,Personal Business,Vehicle Passenger,97.10100199,122.0955551, 
Y09H082935P02T01,Y09H082935P02,Y09H082935,1,11,660,2101208,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),11,705,2110604,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,50.37,18,1110,Vehicle Driver,45,45,0,405,Off Peak,Social,Vehicle Driver,67.35377652, ,188.3677325
Y09H082935P02T02,Y09H082935P02,Y09H082935,2,18,1110,2110604,Greater Geelong (C) - Pt B,Greater Geelong (C),Accommodation,Someone Else's Home,Social,Visited someone,19,1155,2101208,Surf Coast (S) - East,Surf Coast (S),Accommodation,Someone Else's Home,Personal Business,Stayed overnight,50.53,N/A,N/A,Vehicle Driver,45,45,0,N/A,Off Peak,Personal Business,Vehicle Driver,67.35377652, ,188.3677325
